,ZFP36,GADD45B,PNRC1,KIF21B,ELFN2,CSPG5,CP,ATF3,RGS1,CD40,ARPP21,SPHKAP,MBOAT1,JUNB,OLFML2B,TNFRSF1A,CEBPD,TNFAIP3,FCGR2A,SGK1,PRDM1,STX11,ARMCX4,C1orf85,PNRC1.1,FPR3,TRAM2,LCP2,FCGR2A.1,GBP2,CCRL2,OLFML2B.1,CAP1,KYNU,HMOX1,PLAUR,SERPINA5,SERPINE1,FCGR2A.2,SPIRE2,CXCL1
CGGA_P132,1161.829435,592.0861541,18108.89917,5652.747056,100.5429318,1284.71524,33357.91049,16958.24117,1753.915589,167.5715531,4345.688943,52718.01059,10478.80778,29392.05041,22.34287374,1966.172889,67609.53594,6714.033559,111.7143687,301.6287955,670.2862122,8177.491789,22342.87374,3384.945372,18108.89917,20332.0151,348571.1732,0,111.7143687,927.2292602,971.9150077,22.34287374,95437.58518,6200.147463,0,131644.2121,44417.633,4356.860379,111.7143687,8870.120875,32542.3956
CGGA_P136,886.2830652,5181.34715,26043.08699,15271.33897,1158.985547,272.7024816,73493.31879,20793.56422,1295.336788,409.0537224,1431.688028,10567.22116,9067.357513,55290.42814,1636.21489,681.756204,59244.61413,4090.537224,1090.809926,1772.56613,409.0537224,2931.551677,5999.454595,9544.586856,26043.08699,16021.27079,313335.1513,272.7024816,1090.809926,7772.020725,136.3512408,1636.21489,41928.00654,23247.88656,1908.917371,98581.9471,37428.4156,21611.67167,1090.809926,44995.90946,54335.96946
CGGA_P137,286.1412266,847.8258566,22901.89595,10311.68198,0,794.8367405,57164.65838,12102.7141,2045.379879,42.39129283,2882.607912,61530.96154,12017.93152,19775.5381,158.9673481,572.2824532,63873.08047,5086.955139,84.78258566,169.5651713,0,8774.997615,27352.9817,3136.955669,22901.89595,20379.61403,222384.7222,52.98911604,84.78258566,1292.934431,604.0759228,158.9673481,174927.6699,4769.020443,731.2498013,134814.909,60640.74439,5701.628885,84.78258566,16861.13672,21693.7441
CGGA_P142,402.2569879,173.9489677,17851.51281,4881.442907,173.9489677,1195.899153,35050.717,11339.29833,1424.207173,478.3596612,2794.055294,71569.12841,19808.4387,34007.02319,173.9489677,1130.66829,50977.91935,5685.956882,86.97448386,97.84629434,1163.283722,7142.779487,22308.95511,3478.979354,17851.51281,22167.62157,310498.9074,65.2308629,86.97448386,641.4368185,456.6160403,173.9489677,113132.0599,8229.960535,239.1798306,155782.1724,15666.27891,4479.185919,86.97448386,10002.06564,47042.32396
CGGA_P143,203.9692414,2294.653966,24955.63669,14043.28227,550.7169519,0,49248.37335,11330.49136,2335.447814,826.0754278,3855.018663,52318.11043,22915.94428,2243.661656,560.915414,163.1753932,39386.46052,4599.506394,509.9231036,0,397.7400208,12901.05452,23405.47046,2539.417056,24955.63669,18601.99482,208691.1294,91.78615865,509.9231036,1692.944704,1070.838518,560.915414,169906.3781,8505.517368,4558.712546,98782.30363,118189.977,13614.94687,509.9231036,6455.626492,51716.40117
CGGA_P144,767.2099133,395.2293493,25015.69293,11763.88534,220.8634599,918.3270174,41661.82317,11380.28038,7985.957734,197.6146746,3138.586009,56250.43591,14902.47135,19494.10643,348.7317788,1615.790575,60481.71483,6858.391649,267.3610304,104.6195336,592.8440239,8578.801758,38744.10062,2336.502918,25015.69293,16274.14968,298421.4075,116.2439263,267.3610304,1220.561226,569.5952386,348.7317788,118847.7902,7056.006324,8299.816335,92844.0239,45916.35087,10624.69486,267.3610304,17204.10109,42684.76972
CGGA_P147,726.5248639,1229.503616,25059.51915,7891.177753,178.8368896,245.9007232,40215.94554,8002.950809,1050.666726,1464.227033,2078.978841,79615.94778,15659.40514,32805.39193,1833.078118,1911.319257,63151.77663,5365.106687,0,0,55.88652799,12272.68155,31922.38479,4258.553433,25059.51915,25953.7036,285256.0162,0,0,2268.993037,1095.375949,1833.078118,114477.9639,6941.106777,5599.830105,98751.49496,43859.74717,4996.255603,0,15771.1782,31139.9734
CGGA_P150,1761.978702,715.8038477,21936.63484,11056.41636,165.1855033,396.445208,40085.01547,10230.48884,1662.8674,33.03710066,2664.992787,102756.3954,14073.80488,28455.95604,44.04946755,506.5688768,66448.6218,6728.556169,44.04946755,198.222604,418.4699417,9360.511855,25053.13467,2158.42391,21936.63484,21297.91756,168687.436,0,44.04946755,2004.250774,429.4823086,44.04946755,231028.4449,7895.867059,1376.545861,115299.4813,38554.29647,4856.453798,44.04946755,12895.48163,26649.92787
CGGA_P153,918.3579759,2663.23813,35448.61787,25071.17274,367.3431904,1102.029571,65846.26687,37377.16962,6428.505832,1010.193774,1102.029571,7163.192212,7438.699605,82193.03885,1010.193774,2479.566535,81366.51667,4775.461475,0,0,0,11203.96731,12948.84746,5510.147856,35448.61787,17448.80154,263201.3959,183.6715952,0,91.83579759,918.3579759,1010.193774,67499.31123,25438.51593,2387.730737,103498.9439,17632.47314,2663.23813,0,47479.10736,21673.24823
CGGA_P156,2371.140425,683.3854501,29344.15705,6254.012301,51.77162501,1408.1882,43498.51933,12466.6073,4255.627576,176.023525,2536.809625,91542.58734,15241.5664,18969.1234,31.062975,2164.053925,82637.86784,5808.776326,155.314875,310.62975,507.3619251,7672.554826,32481.51753,4856.178426,29344.15705,20615.46108,271542.1732,0,155.314875,1915.550125,745.5114001,31.062975,105034.2728,7113.421276,1128.621425,132493.9427,17043.21895,3385.864276,155.314875,19662.86318,24208.41185
CGGA_P157,211.8787714,4313.851787,19747.1015,9898.976202,50.85090515,59.326056,42672.38457,7881.890298,2923.927046,305.1054309,3991.796054,45231.88013,12916.12991,7483.558207,288.1551292,881.4156892,38460.23459,4161.299071,0,0,194.9284697,7780.188487,27264.56031,4025.696657,19747.1015,12856.80385,378754.4918,16.95030172,0,3042.579158,203.4036206,288.1551292,110914.2993,6729.269781,9568.445318,92404.5698,58181.91064,12077.08997,0,15077.29338,39392.50119
CGGA_P158,1826.317231,2648.159985,21550.54333,12692.90476,182.6317231,821.8427541,60725.04794,18719.75162,182.6317231,0,182.6317231,7944.479956,11505.79856,146653.2737,0,1826.317231,95972.9705,2830.791709,273.9475847,0,365.2634463,2922.10757,7944.479956,5661.583417,21550.54333,16893.43439,289836.5446,0,273.9475847,1095.790339,1278.422062,0,33421.60533,19176.33093,0,127476.9427,13606.06337,2556.844124,273.9475847,54058.99005,15067.11716
